#curie_map:
#  common_domain_model: https://w3id.org/finos/cdm/
#  fpml: http://www.fpml.org/coding-scheme/
#  isda: https://www.isda.org/specifications/
#  icma: https://www.icmagroup.org/market-practice-and-regulatory-policy/
#  iso: https://www.iso.org/standard/
#  ore: https://www.opensourcerisk.org/documentation/
#  createiq: https://www.isda.org/create-iq/
#  fis: https://www.fisglobal.com/
#  skos: http://www.w3.org/2004/02/skos/core#
#  semapv: https://w3id.org/semapv/vocab/
subject_id	subject_label	subject_source	predicate_id	object_id	object_label	object_source	mapping_justification	comment
common_domain_model:BusinessCenterEnum	BusinessCenterEnum	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center	FpML_Coding_Scheme	ISDA	semapv:ManualMappingCuration	CDM enum -> ISDA coding scheme
common_domain_model:BusinessCenterEnum.AEAB	AEAB	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AEAB	AEAB	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AEAD	AEAD	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AEAD	AEAD	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AEDU	AEDU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AEDU	AEDU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AMYE	AMYE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AMYE	AMYE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AOLU	AOLU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AOLU	AOLU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ARBA	ARBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ARBA	ARBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ATVI	ATVI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ATVI	ATVI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUAD	AUAD	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUAD	AUAD	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUBR	AUBR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUBR	AUBR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUCA	AUCA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUCA	AUCA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUDA	AUDA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUDA	AUDA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUME	AUME	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUME	AUME	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUPE	AUPE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUPE	AUPE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AUSY	AUSY	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AUSY	AUSY	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.AZBA	AZBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#AZBA	AZBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BBBR	BBBR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BBBR	BBBR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BDDH	BDDH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BDDH	BDDH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BEBR	BEBR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BEBR	BEBR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BGSO	BGSO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BGSO	BGSO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BHMA	BHMA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BHMA	BHMA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BMHA	BMHA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BMHA	BMHA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BNBS	BNBS	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BNBS	BNBS	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BOLP	BOLP	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BOLP	BOLP	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BRBD	BRBD	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BRBD	BRBD	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BRBR	BRBR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BRBR	BRBR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BRRJ	BRRJ	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BRRJ	BRRJ	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BRSP	BRSP	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BRSP	BRSP	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BSNA	BSNA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BSNA	BSNA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BWGA	BWGA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BWGA	BWGA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.BYMI	BYMI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#BYMI	BYMI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CACL	CACL	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CACL	CACL	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CAFR	CAFR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CAFR	CAFR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CAMO	CAMO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CAMO	CAMO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CAOT	CAOT	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CAOT	CAOT	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CATO	CATO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CATO	CATO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CAVA	CAVA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CAVA	CAVA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CAWI	CAWI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CAWI	CAWI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CHBA	CHBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CHBA	CHBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CHGE	CHGE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CHGE	CHGE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CHZU	CHZU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CHZU	CHZU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CIAB	CIAB	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CIAB	CIAB	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CLSA	CLSA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CLSA	CLSA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CMYA	CMYA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CMYA	CMYA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CNBE	CNBE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CNBE	CNBE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CNSH	CNSH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CNSH	CNSH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.COBO	COBO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#COBO	COBO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CRSJ	CRSJ	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CRSJ	CRSJ	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CWWI	CWWI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CWWI	CWWI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CYNI	CYNI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CYNI	CYNI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.CZPR	CZPR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#CZPR	CZPR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DECO	DECO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DECO	DECO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEDU	DEDU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEDU	DEDU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEFR	DEFR	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEFR	DEFR	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEHA	DEHA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEHA	DEHA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEHH	DEHH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEHH	DEHH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DELE	DELE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DELE	DELE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEMA	DEMA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEMA	DEMA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEMU	DEMU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEMU	DEMU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DEST	DEST	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DEST	DEST	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DKCO	DKCO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DKCO	DKCO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DOSD	DOSD	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DOSD	DOSD	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.DZAL	DZAL	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#DZAL	DZAL	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ECGU	ECGU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ECGU	ECGU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.EETA	EETA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#EETA	EETA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.EGCA	EGCA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#EGCA	EGCA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ESAS	ESAS	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ESAS	ESAS	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ESBA	ESBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ESBA	ESBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ESMA	ESMA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ESMA	ESMA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ESSS	ESSS	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ESSS	ESSS	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ETAA	ETAA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ETAA	ETAA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.EUTA	EUTA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#EUTA	EUTA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.FIHE	FIHE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#FIHE	FIHE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.FRPA	FRPA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#FRPA	FRPA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GBED	GBED	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GBED	GBED	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GBLO	GBLO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GBLO	GBLO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GETB	GETB	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GETB	GETB	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GGSP	GGSP	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GGSP	GGSP	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GHAC	GHAC	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GHAC	GHAC	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GIGI	GIGI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GIGI	GIGI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GMBA	GMBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GMBA	GMBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GNCO	GNCO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GNCO	GNCO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GRAT	GRAT	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GRAT	GRAT	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GTGC	GTGC	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GTGC	GTGC	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.GUGC	GUGC	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#GUGC	GUGC	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.HKHK	HKHK	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#HKHK	HKHK	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.HNTE	HNTE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#HNTE	HNTE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.HRZA	HRZA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#HRZA	HRZA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.HUBU	HUBU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#HUBU	HUBU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.IDJA	IDJA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#IDJA	IDJA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.IEDU	IEDU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#IEDU	IEDU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ILJE	ILJE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ILJE	ILJE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ILTA	ILTA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ILTA	ILTA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INAH	INAH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INAH	INAH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INBA	INBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INBA	INBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INCH	INCH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INCH	INCH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INHY	INHY	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INHY	INHY	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INKO	INKO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INKO	INKO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INMU	INMU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INMU	INMU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.INND	INND	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#INND	INND	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.IQBA	IQBA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#IQBA	IQBA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.IRTE	IRTE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#IRTE	IRTE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ISRE	ISRE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ISRE	ISRE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ITMI	ITMI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ITMI	ITMI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ITRO	ITRO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ITRO	ITRO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.ITTU	ITTU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#ITTU	ITTU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.JESH	JESH	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#JESH	JESH	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.JMKI	JMKI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#JMKI	JMKI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.JOAM	JOAM	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#JOAM	JOAM	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.JPTO	JPTO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#JPTO	JPTO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KENA	KENA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KENA	KENA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KHPP	KHPP	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KHPP	KHPP	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KRSE	KRSE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KRSE	KRSE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KWKC	KWKC	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KWKC	KWKC	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KYGE	KYGE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KYGE	KYGE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.KZAL	KZAL	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#KZAL	KZAL	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.LAVI	LAVI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#LAVI	LAVI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.LBBE	LBBE	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#LBBE	LBBE	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.LKCO	LKCO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#LKCO	LKCO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.LULU	LULU	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#LULU	LULU	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.LVRI	LVRI	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#LVRI	LVRI	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.MACA	MACA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#MACA	MACA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.MARA	MARA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#MARA	MARA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.MCMO	MCMO	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#MCMO	MCMO	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.MNUB	MNUB	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#MNUB	MNUB	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
common_domain_model:BusinessCenterEnum.MOMA	MOMA	common_domain_model	skos:exactMatch	http://www.fpml.org/coding-scheme/business-center-9-3#MOMA	MOMA	ISDA	semapv:LexicalMatching	CDM enum value -> FpML code
