#license: Apache-2.0
#mapping_set_id: https://w3id.org/lmodel/common-domain-model
#mapping_tool: https://w3id.org/linkml/
#creator_id: linkml_user
#mapping_date: 2026-05-21
#curie_map: 
# common_domain_model: https://w3id.org/lmodel/common-domain-model/
# linkml: https://w3id.org/linkml/
# schema: http://schema.org/
# fpml: http://www.fpml.org/coding-scheme/
# fpml_5_10: https://www.fpml.org/spec/fpml-5-10#
# isda: https://www.isda.org/specifications/
# icma: https://www.icmagroup.org/market-practice-and-regulatory-policy/
# gist: https://w3id.org/lmodel/gist/
# iso29100: https://w3id.org/lmodel/iso29100/
# oscal: https://w3id.org/lmodel/oscal/
# spdx: https://spdx.org/rdf/3.0.1/terms/
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	subject_category	object_category	match_string	comment
common_domain_model:BrokerConfirmationTypeEnum#StandardLatinAmericaSovereign	StandardLatinAmericaSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardLatinAmericaSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardNewZealandCorporate	StandardNewZealandCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardNewZealandCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardNewZealandSovereign	StandardNewZealandSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardNewZealandSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardNorthAmericanCorporate	StandardNorthAmericanCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardNorthAmericanCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardSingaporeCorporate	StandardSingaporeCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardSingaporeCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardSingaporeSovereign	StandardSingaporeSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardSingaporeSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardSubordinatedEuropeanInsuranceCorporate	StandardSubordinatedEuropeanInsuranceCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardSubordinatedEuropeanInsuranceCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardWesternEuropeanSovereign	StandardWesternEuropeanSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardWesternEuropeanSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#StandardiTraxxEuropeTranche	StandardiTraxxEuropeTranche	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#StandardiTraxxEuropeTranche		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#SubordinatedEuropeanInsuranceCorporate	SubordinatedEuropeanInsuranceCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#SubordinatedEuropeanInsuranceCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#SukukCorporate	SukukCorporate	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#SukukCorporate		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#SukukSovereign	SukukSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#SukukSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#SyndicatedSecuredLoanCDS	SyndicatedSecuredLoanCDS	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#SyndicatedSecuredLoanCDS		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#TRX	TRX	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#TRX		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#USMunicipalFullFaithAndCredit	USMunicipalFullFaithAndCredit	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#USMunicipalFullFaithAndCredit		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#USMunicipalGeneralFund	USMunicipalGeneralFund	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#USMunicipalGeneralFund		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#USMunicipalRevenue	USMunicipalRevenue	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#USMunicipalRevenue		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#WesternEuropeanSovereign	WesternEuropeanSovereign	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#WesternEuropeanSovereign		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#iTraxxAsiaExJapan	iTraxxAsiaExJapan	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#iTraxxAsiaExJapan		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
common_domain_model:BrokerConfirmationTypeEnum#iTraxxAsiaExJapanSwaption	iTraxxAsiaExJapanSwaption	skos:exactMatch		http://www.fpml.org/coding-scheme/broker-confirmation-type-5-0#iTraxxAsiaExJapanSwaption		skos:exactMatch	https://w3id.org/lmodel/common-domain-model/cdm_legaldocumentation_transaction						BrokerConfirmationTypeEnum			
